0.00748589  52806.8  28130  -3097.96  1.72851e+08  1.07579e+09  1.72829e+09  1.59222e+08  -1.11464e+07  3.27852e+08  6.5513e+06  4.09128e+07  6.56325e+07  6.12813e+06  -418699  1.26528e+07
0.0160566  66456.3  31425.4  6033.26  3.80046e+07  2.47344e+08  3.93751e+08  3.44034e+07  5.72125e+06  8.29869e+07  1.43617e+06  9.38073e+06  1.49196e+07  1.31845e+06  221462  3.18788e+06
0.0256642  60902.4  28684.3  3312.83  1.1834e+07  7.70635e+07  1.21029e+08  1.06813e+07  1.84417e+06  2.58062e+07  444455  2.90578e+06  4.55858e+06  407263  71189.9  986324
0.0354817  47551.7  21288.9  489.222  3.79969e+06  2.36827e+07  3.66533e+07  3.19765e+06  81323.5  6.84943e+06  142106  889524  1.37448e+06  121903  3394.36  261928
0.0453779  37217  16053.7  133.625  1.4561e+06  8.94362e+06  1.40465e+07  1.1545e+06  9690.19  2.24219e+06  53841.6  332408  521125  43729  510.93  85350.7
0.0553106  31257.1  13694.2  1499.01  710374  4.44259e+06  6.93657e+06  569791  53711.8  1.32185e+06  26092.2  164242  255880  21535.4  2111.43  50179.1
0.0652566  27790.5  12263.2  421.468  411539  2.53128e+06  4.02387e+06  325224  6287.59  716132  15028.1  93059.8  147642  12255.3  288.244  27129.8
0.0752209  24208.7  10630.8  839.575  241840  1.49646e+06  2.35008e+06  187961  13118.1  420632  8749.33  54566.6  85469  7048.89  525.065  15869.7
0.0851978  20199.2  8608.94  448.046  137031  834299  1.32093e+06  100968  3433.48  218753  4897.42  30077.6  47489.8  3764.19  149.157  8220.4
0.0951761  16640.4  7282.68  597.282  78989.8  484416  764466  58350.3  4276.62  129315  2783.02  17250.2  27131.2  2161.46  173.103  4834.45
0.10516  14159.8  6321.69  490.962  49553.1  302923  481294  36296.2  2314.01  82181.8  1719.87  10641.3  16846.2  1334.16  95.2602  3051.29
0.115145  12798.4  5607.15  351.227  35050.5  211700  334930  24606.1  907.584  52043.9  1206.19  7376.4  11621.2  901.421  40.4018  1928.73
0.125131  11784.5  4819.11  319.521  25939.4  154439  246542  16676.1  642.941  35286.6  883.772  5327.57  8471.89  607.38  28.719  1302.77
0.135124  10708.5  4178.28  225.531  19141  112337  179890  11505.2  136.893  23925.6  645.258  3834.93  6116.33  417.226  8.82126  880.931
0.145117  9578.52  3815.9  318.717  14012.4  82309.7  132035  8329.73  243.79  17508.1  466.429  2777.76  4436.98  300.161  11.7711  641.558
0.15511  8490.72  3432.26  299.474  10272.3  60307.9  96406.3  6022.02  240.489  12475.8  336.908  2008.18  3194.4  215.497  11.0528  455.082
0.165102  7622.1  3153.8  385.822  7774.75  45798.6  73021.4  4522.23  325.167  9685.66  251.511  1506.53  2388.41  160.794  13.4874  351.195
0.175094  6997.69  2891.92  419.549  6139.03  36145.4  57383.3  3485.04  330.092  7469.11  196.288  1176.41  1855.88  123.282  13.1979  269.884
0.185089  6490.27  2547.12  408.27  4953.07  28806.5  46221.5  2594.48  234.306  5633.58  156.565  926.759  1478.71  91.2335  9.52163  202.976
0.195087  6055.36  2311.35  387.136  4065.06  23482.8  37655.3  2018.96  191.273  4250.12  127.155  747.705  1191.86  70.6419  7.70789  152.708
0.205084  5588.72  2059.89  381.633  3315.87  19022.1  30578.4  1548.23  161.714  3271.46  102.474  598.63  956.458  53.9061  6.47462  117.405
0.215079  5157.37  1933.7  383.54  2727.44  15623.2  25145.4  1253.09  137.13  2629.07  83.2838  486.076  777.509  43.3616  5.39858  93.8561
0.225076  4785.49  1743.14  319.818  2273.38  12899.9  20842.8  983.862  89.2541  2013.76  68.5346  396.232  636.228  33.8282  3.6632  71.7518
0.235075  4447.63  1608.2  291.088  1911.86  10796.2  17404.8  795.195  70.6727  1594.24  56.9792  327.902  525.087  27.1927  2.91194  56.675
0.24507  4162.99  1458.88  317.763  1630.4  9159.84  14774.3  637.309  68.1911  1282.49  48.0674  275.228  440.878  21.6943  2.72941  45.5386
0.255065  3907.03  1309.55  320.119  1402.07  7833.53  12618.1  510.621  65.591  991.127  40.8899  232.824  372.312  17.2944  2.56801  35.2164
0.265062  3660.88  1215.36  338.063  1210.32  6755.39  10913  423.192  69.4691  859.297  34.8975  198.623  318.531  14.2522  2.6429  30.4114
