0.00745906  56514.9  35131.6  -6552.73  2.30797e+08  1.36142e+09  2.42824e+09  2.35963e+08  -9.07601e+07  4.37065e+08  7.94154e+06  4.68966e+07  8.3643e+07  8.17387e+06  -3.14165e+06  1.51457e+07
0.0160606  72950.7  38645.9  3611.19  5.23577e+07  3.46213e+08  5.44274e+08  5.35737e+07  5.52344e+06  1.33354e+08  1.76261e+06  1.16753e+07  1.83461e+07  1.81473e+06  188832  4.52165e+06
0.0256538  63666.2  29998.2  943.554  1.46549e+07  9.17104e+07  1.43237e+08  1.28653e+07  39740.5  2.52339e+07  495527  3.10583e+06  4.84819e+06  438036  1696.18  860167
0.0354672  50442  23588.5  -1133.58  4.85998e+06  3.0265e+07  4.74885e+07  4.29055e+06  -114986  9.2864e+06  163303  1.01901e+06  1.5978e+06  145450  -3701.19  315256
0.0453732  39402.6  17472  1028.14  1.84822e+06  1.16218e+07  1.80822e+07  1.53355e+06  132908  3.47481e+06  61804.6  389647  605695  51860.6  4576.24  117732
0.0553014  33105.9  14033.7  1199.02  896687  5.53362e+06  8.65447e+06  693306  41822.3  1.58266e+06  29947.3  185338  289586  23462.9  1458.35  53681.1
0.0652489  29577.6  12474.4  582.889  523313  3.19721e+06  5.00003e+06  396769  9684.88  853100  17402  106637  166581  13387.5  351.747  28853.1
0.0752208  25612.1  10642.5  28.7783  303812  1.84025e+06  2.91681e+06  225341  -507.423  458197  10053.4  61096.8  96732.1  7582.2  -1.26478  15467.1
0.085197  21366.5  8766.56  425.218  171783  1.0392e+06  1.66049e+06  122840  3355.7  262400  5659.14  34367.5  54852.4  4126.97  123.305  8848.74
0.0951792  17628.2  7353.62  504.012  98979.8  599935  952562  70396.1  3129.35  152328  3234.36  19695.1  31225.6  2354.68  111.669  5117.23
0.105162  15084  6083.49  423.86  62326.4  373580  591199  41647.9  1715.9  87455.6  2026.85  12210.2  19289.9  1390.98  62.1457  2936.82
0.115144  13593.1  5664.47  370.484  43883.9  263746  421269  29691  1337.6  65359.3  1419.82  8580.79  13683  988.827  48.3561  2188.96
0.125132  12485.3  4921.92  425.711  32328.2  191780  305629  20277.1  820.104  42145.1  1041.45  6212.56  9882.44  673.869  29.8375  1409.49
0.135121  11336.6  4360.44  378.947  23787.9  140135  225477  14255.3  581.156  30430.8  762.735  4519.47  7259.69  472.748  21.3094  1016.39
0.145113  10120.8  3861.77  311.445  17312.4  101155  163321  9995.6  219.538  20874  551.522  3242.21  5225.66  330.402  8.81365  695.713
0.155106  9051.26  3571.63  381.898  12831.5  75575.9  120833  7495.94  496.808  16106.4  406.32  2409.84  3844.42  247.104  17.6641  535.646
0.1651  8076.24  3114.92  375.232  9587.74  55977.9  89974.3  5295.08  332.361  11361.5  301.47  1772.87  2843.41  173.982  11.8806  377.023
0.175095  7416.61  2860.92  405.677  7554.72  44059.1  70661.3  4063.22  336.612  8586.18  236.295  1388.59  2221.52  133.157  11.8241  284.428
0.18509  6910.81  2566.12  385.397  6126.98  35462.9  56817.9  3111.72  267.866  6548.31  190.714  1112.36  1777.5  101.741  9.4092  216.628
0.195086  6411.2  2263.03  364.029  4977.87  28478.2  45840.4  2332.16  180.022  4788.2  154.141  888.471  1426.58  76.0608  6.37531  158.32
0.205082  5923  2064.15  361.015  4058.08  23136.8  37295.1  1825.76  166.703  3804.57  125.011  718.268  1154.84  59.4055  5.84474  125.58
0.215078  5469.68  1883.4  386.365  3332.6  18956.3  30473.4  1440.79  164.5  2939.96  102.051  585.188  938.031  46.7543  5.70019  96.9967
0.225075  5052.89  1705.39  432.859  2757.36  15639.9  25177.4  1130.44  166.725  2403.23  83.9558  480.191  770.769  36.5893  5.69894  79.1658
0.235071  4705.81  1575.68  347.444  2319.79  13042.8  21054.2  914.76  95.9576  1794.05  70.2763  398.328  641.138  29.5323  3.33048  59.054
0.245069  4400.91  1449.08  327.541  1973.1  11059.3  17844.7  745.293  90.3619  1505.17  59.4299  335.885  540.325  23.9861  3.1287  49.4659
0.255068  4124.39  1288.3  361.442  1690.79  9423.55  15269.1  587.855  90.8525  1190.85  50.6965  284.893  460.266  18.8853  3.1023  39.1506
0.265065  3877.47  1173.52  363.644  1461.97  8112.81  13100.5  478.645  83.4109  940.151  43.6275  244.107  392.929  15.347  2.83148  30.9494
0.27506  3656.6  1073.4  374.017  1274.29  7040.93  11403.5  392.892  75.7589  753.867  37.8646  210.94  340.576  12.5736  2.55806  24.8361
0.285056  3425.23  978.557  367.89  1107.97  6092.09  9880.38  319.783  66.798  591.706  32.7368  181.478  293.404  10.207  2.24889  19.5276
0.295057  3229.58  869.167  382.807  973.952  5332.64  8652.97  257.399  66.618  487.841  28.6355  158.053  255.648  8.19374  2.2189  16.0918
0.305054  3037.52  797.77  359.283  857.807  4675.08  7614.73  213.841  56.3921  404.201  25.1184  137.992  224.093  6.79875  1.88167  13.364
0.31505  2872.12  719.919  364.476  762.279  4139.25  6733.48  175.844  53.6576  316.891  22.2146  121.581  197.16  5.57539  1.77988  10.5146
0.32505  2717.24  645.336  332.321  680.199  3669.2  5985.36  143.635  44.1077  235.149  19.7284  107.234  174.385  4.54672  1.468  7.87145
0.335049  2570.37  575.384  379.603  609.008  3283.82  5338.72  117.444  49.7042  203.133  17.5944  95.6046  154.911  3.71197  1.63102  6.80574
0.345047  2440.06  500.462  369.356  548.667  2938.4  4793.33  93.3773  43.1704  150.733  15.7831  85.1474  138.455  2.94575  1.41654  5.10864
0.355048  2313.47  461.173  345.774  495.384  2643.88  4319.62  79.0807  37.7868  115.525  14.1869  76.2551  124.201  2.48843  1.23608  3.95965
0.365048  2196.92  399.363  346.043  449.154  2385.56  3907.07  63.046  34.8057  86.2389  12.8168  68.5429  111.922  1.98271  1.1387  3.01246
0.375045  2087.77  358.698  373.261  408.674  2171.08  3546.01  52.3321  37.0616  71.7717  11.6201  62.166  101.207  1.64417  1.20168  2.53
